Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
NVP8_Register Mission,Chrome 120.0.0.0,,,08-01-2024 15:02:04,08-01-2024 15:04:54,2m - 49.691s,PASSED
,,,,,,,
Test Cases/TC09_mission-Register,Chrome 120.0.0.0,đăng ký Tự nguyện hành Đạo,,08-01-2024 15:02:05,08-01-2024 15:04:33,2m - 28.373s,PASSED
"openBrowser(""https://cqsystem.fionaprodev.com/"")",Chrome 120.0.0.0,,,08-01-2024 15:02:06,08-01-2024 15:02:11,5.117s,PASSED
maximizeWindow(STOP_ON_FAILURE),Chrome 120.0.0.0,,,08-01-2024 15:02:11,08-01-2024 15:02:11,0.207s,PASSED
"setText(findTestObject(""Login_page/login_email""), ""temp.vothihanh@gmail.com"")",Chrome 120.0.0.0,,,08-01-2024 15:02:11,08-01-2024 15:02:12,0.931s,PASSED
"setText(findTestObject(""Login_page/login_password""), ""12345678"")",Chrome 120.0.0.0,,,08-01-2024 15:02:12,08-01-2024 15:02:13,0.733s,PASSED
"click(findTestObject(""Login_page/checkbox_remember""))",Chrome 120.0.0.0,,,08-01-2024 15:02:13,08-01-2024 15:02:13,0.489s,PASSED
"click(findTestObject(""Login_page/button_DangNhap""))",Chrome 120.0.0.0,,,08-01-2024 15:02:13,08-01-2024 15:02:14,0.551s,PASSED
delay(2),Chrome 120.0.0.0,,,08-01-2024 15:02:14,08-01-2024 15:02:16,2.049s,PASSED
"click(findTestObject(""ThongtinNhanVien_page/button_dkTNHD""))",Chrome 120.0.0.0,,,08-01-2024 15:02:16,08-01-2024 15:02:17,1.129s,PASSED
"click(findTestObject(""ThongtinNhanVien_page/link_dk-TNHD""))",Chrome 120.0.0.0,,,08-01-2024 15:02:17,08-01-2024 15:02:18,1.223s,PASSED
delay(2),Chrome 120.0.0.0,,,08-01-2024 15:02:18,08-01-2024 15:02:20,2.015s,PASSED
"selectOptionByValue(findTestObject(""DK_TNHD_page/select_main-VU""), ""4"", true)",Chrome 120.0.0.0,,,08-01-2024 15:02:20,08-01-2024 15:02:21,1.060s,PASSED
delay(2),Chrome 120.0.0.0,,,08-01-2024 15:02:21,08-01-2024 15:02:23,2.013s,PASSED
"selectOptionByValue(findTestObject(""DK_TNHD_page/select_main-BAN""), ""13"", true)",Chrome 120.0.0.0,,,08-01-2024 15:02:23,08-01-2024 15:02:24,1.001s,PASSED
delay(1),Chrome 120.0.0.0,,,08-01-2024 15:02:24,08-01-2024 15:02:25,1.021s,PASSED
"click(findTestObject(""DK_TNHD_page/button_dk-TNHD_TiepTuc""))",Chrome 120.0.0.0,,,08-01-2024 15:02:25,08-01-2024 15:02:26,0.831s,PASSED
delay(2),Chrome 120.0.0.0,,,08-01-2024 15:02:26,08-01-2024 15:02:28,2.008s,PASSED
"selectOptionByValue(findTestObject(""DK_TNHD_page/select_main-ViTri""), ""6"", true)",Chrome 120.0.0.0,,,08-01-2024 15:02:28,08-01-2024 15:02:29,0.972s,PASSED
delay(1),Chrome 120.0.0.0,,,08-01-2024 15:02:29,08-01-2024 15:02:30,1.021s,PASSED
"click(findTestObject(""DK_TNHD_page/buttondata_hasKiemNhiem""))",Chrome 120.0.0.0,,,08-01-2024 15:02:30,08-01-2024 15:02:31,0.624s,PASSED
delay(1),Chrome 120.0.0.0,,,08-01-2024 15:02:31,08-01-2024 15:02:32,1.013s,PASSED
"click(findTestObject(""DK_TNHD_page/button_dk-TNHD_TiepTuc""))",Chrome 120.0.0.0,,,08-01-2024 15:02:32,08-01-2024 15:02:32,0.359s,PASSED
delay(2),Chrome 120.0.0.0,,,08-01-2024 15:02:32,08-01-2024 15:02:34,2.018s,PASSED
"click(findTestObject(""DK_TNHD_page/button_add-KiemNhiem""))",Chrome 120.0.0.0,,,08-01-2024 15:02:34,08-01-2024 15:02:35,0.350s,PASSED
delay(1),Chrome 120.0.0.0,,,08-01-2024 15:02:35,08-01-2024 15:02:36,1.014s,PASSED
"selectOptionByValue(findTestObject(""DK_TNHD_page/select_sub_VU_475321_1""), ""5"", true)",Chrome 120.0.0.0,,,08-01-2024 15:02:36,08-01-2024 15:02:37,1.569s,PASSED
delay(2),Chrome 120.0.0.0,,,08-01-2024 15:02:37,08-01-2024 15:02:39,2.011s,PASSED
"selectOptionByValue(findTestObject(""DK_TNHD_page/select_sub_ViTri_593b8e_1""), ""7"", true)",Chrome 120.0.0.0,,,08-01-2024 15:02:39,08-01-2024 15:02:40,1.004s,PASSED
delay(1),Chrome 120.0.0.0,,,08-01-2024 15:02:40,08-01-2024 15:02:41,1.019s,PASSED
"click(findTestObject(""DK_TNHD_page/button_dk-TNHD_TiepTuc""))",Chrome 120.0.0.0,,,08-01-2024 15:02:41,08-01-2024 15:02:42,0.616s,PASSED
delay(2),Chrome 120.0.0.0,,,08-01-2024 15:02:42,08-01-2024 15:02:44,2.013s,PASSED
"selectOptionByValue(findTestObject(""DK_TNHD_page/select_sub_BAN_82ec2e""), ""17"", true)",Chrome 120.0.0.0,,,08-01-2024 15:02:44,08-01-2024 15:02:45,0.983s,PASSED
delay(1),Chrome 120.0.0.0,,,08-01-2024 15:02:45,08-01-2024 15:02:46,1.013s,PASSED
"click(findTestObject(""DK_TNHD_page/button_sub-Xoa""))",Chrome 120.0.0.0,,,08-01-2024 15:02:46,08-01-2024 15:02:46,0.605s,PASSED
delay(2),Chrome 120.0.0.0,,,08-01-2024 15:02:46,08-01-2024 15:02:48,2.009s,PASSED
"click(findTestObject(""DK_TNHD_page/button_add-KiemNhiem""))",Chrome 120.0.0.0,,,08-01-2024 15:02:48,08-01-2024 15:02:49,1.003s,PASSED
delay(1),Chrome 120.0.0.0,,,08-01-2024 15:02:49,08-01-2024 15:02:50,1.013s,PASSED
